test_accuracy,nlayers,pool,stride,whiten,triangle,greedy,inhib
0.2603,1,False,2,True,True,True,REPU
0.3192,1,False,2,True,True,True,REPU
0.3082,1,False,2,True,True,True,REPU
0.2957,1,False,2,True,True,True,REPU
0.2212,1,False,2,False,True,False,REPU
0.2479,1,False,2,False,True,False,REPU
0.2608,1,False,2,True,True,False,REPU
0.298,1,False,2,False,True,False,REPU
0.2684,1,False,2,False,True,True,REPU
0.313,1,False,2,True,True,False,REPU
0.2188,1,False,2,True,True,False,REPU
0.3372,1,False,2,False,True,False,REPU
0.3043,1,False,2,True,True,False,REPU
0.2988,1,False,2,False,True,True,REPU
0.2541,1,False,2,True,True,False,REPU
0.2681,1,False,2,False,True,True,REPU
0.3151,1,False,2,False,True,True,REPU
0.2979,1,False,2,False,True,False,REPU
0.2386,1,False,2,False,True,True,REPU
0.305,1,False,2,True,True,True,REPU
0.3276,1,True,1,False,True,False,REPU
0.3657,1,False,1,True,True,False,REPU
0.3042,1,False,1,True,True,False,REPU
0.3416,1,False,1,True,True,True,REPU
0.351,1,False,1,True,True,True,REPU
0.3156,1,False,1,True,True,True,REPU
0.2702,1,False,1,True,True,False,REPU
0.3209,1,True,1,False,True,True,REPU
0.2588,1,True,1,False,True,False,REPU
0.3259,1,False,1,False,True,True,REPU
0.3194,1,True,1,False,True,False,REPU
0.2067,1,False,1,False,True,True,REPU
0.2199,1,False,1,True,True,True,REPU
0.3229,1,False,1,True,True,True,REPU
0.322,1,False,1,False,True,True,REPU
0.3526,1,False,1,False,True,True,REPU
0.3145,1,False,1,False,True,True,REPU
0.353,1,True,1,False,True,True,REPU
0.3387,1,False,1,False,True,False,REPU
0.2018,1,False,1,False,True,False,REPU
0.298,1,True,1,False,True,False,REPU
0.319,1,True,1,False,True,True,REPU
0.1983,1,True,1,True,True,False,REPU
0.3046,1,True,1,True,True,False,REPU
0.2234,1,False,1,True,True,False,REPU
0.3467,1,False,1,True,True,False,REPU
0.3137,1,True,1,True,True,True,REPU
U
0.2605,1,True,1,True,True,False,REPU
0.3664,1,True,1,True,True,True,REPU
0.3828,1,True,1,True,True,False,REPU

0.2607,1,False,1,False,True,False,REPU
0.3761,1,True,1,True,True,False,REPU
0.3624,1,True,1,False,True,True,REPU
0.2955,1,True,1,True,True,True,REPU
0.2502,1,True,1,False,True,True,REPU
0.2205,1,True,1,True,True,True,REPU
0.3193,1,True,1,True,True,True,REPU
